Activity ID	Primary Resource	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)
 VCB-TR-0020CX	OP.Ops Proc	AB396-6 RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0020CY	OP.Ops Proc	AB396-6 RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0020CZ	OP.Ops Proc	AB396-6 RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0021b	OP.Ops Proc	AB400/407-2/410 RCA PRE-FIRE PLAN - Rev00 - Draft	02-May-16	02-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0021c01	O2.Ops SL	AB400/407-2/410 RCA PRE-FIRE PLAN - Rev00 - Review	03-Nov-16	05-Dec-16	22-Jun-17	21-Jul-17
 VCB-TR-0021CX	OP.Ops Proc	AB400/407-2/410 RCA PRE-FIRE PLAN - Rev00 - C-QR	03-Nov-16	22-Nov-16	22-Jun-17	12-Jul-17
 VCB-TR-0021CY	OP.Ops Proc	AB400/407-2/410 RCA PRE-FIRE PLAN - Rev00 - C-5059	03-Nov-16	22-Nov-16	22-Jun-17	12-Jul-17
 VCB-TR-0021CZ	OP.Ops Proc	AB400/407-2/410 RCA PRE-FIRE PLAN - Rev00 - C-Res2	23-Nov-16	05-Dec-16	13-Jul-17	19-Jul-17
 VCB-TR-0022c01	O2.Ops SL	AB417-6 RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0022CX	OP.Ops Proc	AB417-6 RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0022CY	OP.Ops Proc	AB417-6 RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0022CZ	OP.Ops Proc	AB417-6 RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0024c01	O2.Ops SL	AB435-3 RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0024CX	OP.Ops Proc	AB435-3 RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0024CY	OP.Ops Proc	AB435-3 RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0024CZ	OP.Ops Proc	AB435-3 RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0025b	OP.Ops Proc	AB453/460-6 RCA PRE-FIRE PLAN - Rev00 - Draft	02-May-16	03-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0025c01	O2.Ops SL	AB453/460-6 RCA PRE-FIRE PLAN - Rev00 - Review	04-Nov-16	06-Dec-16	22-Jun-17	21-Jul-17
 VCB-TR-0025CX	OP.Ops Proc	AB453/460-6 RCA PRE-FIRE PLAN - Rev00 - C-QR	04-Nov-16	23-Nov-16	22-Jun-17	12-Jul-17
 VCB-TR-0025CY	OP.Ops Proc	AB453/460-6 RCA PRE-FIRE PLAN - Rev00 - C-5059	04-Nov-16	23-Nov-16	22-Jun-17	12-Jul-17
 VCB-TR-0025CZ	OP.Ops Proc	AB453/460-6 RCA PRE-FIRE PLAN - Rev00 - C-Res2	28-Nov-16	06-Dec-16	13-Jul-17	19-Jul-17
 VCB-TR-0026c01	O2.Ops SL	AB460-6/480 RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0026CX	OP.Ops Proc	AB460-6/480 RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0026CY	OP.Ops Proc	AB460-6/480 RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0026CZ	OP.Ops Proc	AB460-6/480 RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0027c01	O2.Ops SL	RW400A PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0027CX	OP.Ops Proc	RW400A PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0027CY	OP.Ops Proc	RW400A PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0027CZ	OP.Ops Proc	RW400A PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0028c01	O2.Ops SL	RW400B PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0028CX	OP.Ops Proc	RW400B PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0028CY	OP.Ops Proc	RW400B PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0028CZ	OP.Ops Proc	RW400B PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0029c01	O2.Ops SL	RW400C PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0029CX	OP.Ops Proc	RW400C PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0029CY	OP.Ops Proc	RW400C PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0029CZ	OP.Ops Proc	RW400C PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0030c01	O2.Ops SL	DG400A PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0030CX	OP.Ops Proc	DG400A PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0030CY	OP.Ops Proc	DG400A PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0030CZ	OP.Ops Proc	DG400A PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0031c01	O2.Ops SL	DG400B PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0031CX	OP.Ops Proc	DG400B PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0031CY	OP.Ops Proc	DG400B PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0031CZ	OP.Ops Proc	DG400B PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0033b	OP.Ops Proc	AN400/407-2A PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0034b	OP.Ops Proc	AN400/407-2B PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0035b	OP.Ops Proc	AN400/407-2C PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0036b	OP.Ops Proc	AN400/407-2D PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0037b	OP.Ops Proc	AN417-6A PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0041b	OP.Ops Proc	AN435-3A PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0042b	OP.Ops Proc	AN435-3B PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0045c01	O2.Ops SL	RB382-6 PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0045CX	OP.Ops Proc	RB382-6 PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0045CY	OP.Ops Proc	RB382-6 PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0045CZ	OP.Ops Proc	RB382-6 PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0046c01	O2.Ops SL	RB396-6 PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0046CX	OP.Ops Proc	RB396-6 PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0046CY	OP.Ops Proc	RB396-6 PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0046CZ	OP.Ops Proc	RB396-6 PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0054b	OP.Ops Proc	TB400D PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0055b	OP.Ops Proc	TB417-6A PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0057b	OP.Ops Proc	TB417-6C PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0058b	OP.Ops Proc	TB417-6D PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0063b	OP.Ops Proc	TB435-3E PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0066b	OP.Ops Proc	TB545/526-10 PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0073b	OP.Ops Proc	CWS INTAKE STRUCTURE SERVICE BUILDINGS PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0076b	OP.Ops Proc	H2 STORAGE TANK AREA PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0078b	OP.Ops Proc	Warehouse 68 Pre-Fire Plan - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0079b	OP.Ops Proc	Warehouse 20A Pre-Fire Plan - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0080b	OP.Ops Proc	Warehouse 20B Pre-Fire Plan - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0081b	OP.Ops Proc	Warehouse 57 Pre-Fire Plan - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0085b	OP.Ops Proc	LOLA Pre-Plan PRE-FIRE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0086b	OP.Ops Proc	Personnel Entry Building Pre-Fire Plan - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-WM-0100c01	MMP.Mech proc	WELDING PROCEDURE MANUAL - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	21-Nov-16
 VCB-WM-0100CW	MMP.Mech proc	WELDING PROCEDURE MANUAL - Rev00 - C-Res1	22-Nov-16	02-Dec-16	22-Nov-16	02-Dec-16
 VCB-WM-0101c01	MMP.Mech proc	WELDING, BRAZING PERFORMANCE QUALIFICATION - Rev00 - Review	12-Oct-16	09-Nov-16	12-Oct-16	09-Nov-16
 VCB-WM-0101CW	MMP.Mech proc	WELDING, BRAZING PERFORMANCE QUALIFICATION - Rev00 - C-Res1	10-Nov-16	18-Nov-16	10-Nov-16	18-Nov-16
 VCB-WM-0101CX	MMR.Mech supv	WELDING, BRAZING PERFORMANCE QUALIFICATION - Rev00 - C-QR	21-Nov-16	12-Dec-16	18-Nov-16	09-Dec-16
 VCB-WM-0101CY	MMR.Mech supv	WELDING, BRAZING PERFORMANCE QUALIFICATION - Rev00 - C-5059	21-Nov-16	21-Nov-16	18-Nov-16	18-Nov-16
 VCB-WM-0200c01	MMP.Mech proc	WELDING MATERIALS PROCEDURE - Rev00 - Review	12-Oct-16	09-Nov-16	12-Oct-16	09-Nov-16
 VCB-WM-0200CW	MMP.Mech proc	WELDING MATERIALS PROCEDURE - Rev00 - C-Res1	10-Nov-16	18-Nov-16	10-Nov-16	18-Nov-16
 VCB-WM-0200CX	MMR.Mech supv	WELDING MATERIALS PROCEDURE - Rev00 - C-QR	21-Nov-16	12-Dec-16	18-Nov-16	09-Dec-16
 VCB-WM-0200CY	MMR.Mech supv	WELDING MATERIALS PROCEDURE - Rev00 - C-5059	21-Nov-16	21-Nov-16	18-Nov-16	18-Nov-16
 VCB-WM-0300c01	MMP.Mech proc	WELDING SAFETY MANUAL - Rev00 - Review	12-Oct-16	09-Nov-16	12-Oct-16	09-Nov-16
 VCB-WM-0300CW	MMP.Mech proc	WELDING SAFETY MANUAL - Rev00 - C-Res1	10-Nov-16	18-Nov-16	10-Nov-16	18-Nov-16
 VCB-WM-0300CX	MMR.Mech supv	WELDING SAFETY MANUAL - Rev00 - C-QR	21-Nov-16	12-Dec-16	18-Nov-16	09-Dec-16
 VCB-WM-0300CY	MMR.Mech supv	WELDING SAFETY MANUAL - Rev00 - C-5059	21-Nov-16	21-Nov-16	18-Nov-16	18-Nov-16
 VCB-WM-0301c01	MMP.Mech proc	WELDING MANUAL PROCEDURE SAFETY INERT GAS BACK-PURGING - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	21-Nov-16
 VCB-WM-0301CW	MMP.Mech proc	WELDING MANUAL PROCEDURE SAFETY INERT GAS BACK-PURGING - Rev00 - C-Res1	22-Nov-16	02-Dec-16	22-Nov-16	02-Dec-16
 VCB-WM-0400c01	MMP.Mech proc	POST WELD HEAT TREATMENT - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	21-Nov-16
 VCB-WM-0400CW	MMP.Mech proc	POST WELD HEAT TREATMENT - Rev00 - C-Res1	22-Nov-16	02-Dec-16	22-Nov-16	02-Dec-16
 VCB-WM-0500c01	MMP.Mech proc	BRAZING PROCEDURE - Rev00 - Review	24-Oct-16	21-Nov-16	24-Oct-16	21-Nov-16
 VCB-WM-0500CW	MMP.Mech proc	BRAZING PROCEDURE - Rev00 - C-Res1	22-Nov-16	02-Dec-16	22-Nov-16	02-Dec-16
 VCS-EPAP-0106d	EP2.EP	ESD Performance Indicator Procedure - Rev00 - Approval	24-Oct-16	11-Nov-16	24-Oct-16	08-Dec-16
 VCS-EPMP-0103b	EP2.EP	Emergency Equipment Checklist - Rev00 - Draft	21-Oct-16	10-Nov-16	21-Oct-16	10-Nov-16
 VCS-EPMP-0103c01	EP2.EP	Emergency Equipment Checklist - Rev00 - Review	11-Nov-16	13-Dec-16	28-Nov-16	28-Dec-16
 VCS-EPMP-0104b	EP2.EP	Verification of Communications Operability - Rev00 - Draft	21-Oct-16	10-Nov-16	21-Oct-16	01-Dec-16
 VCS-EPMP-0104c01	EP2.EP	Verification of Communications Operability - Rev00 - Review	11-Nov-16	13-Dec-16	02-Dec-16	04-Jan-17
 VCS-EPP-0005b	EP2.EP	Dose Projections And Calculations - Rev00 - Draft	14-Nov-16	29-Nov-16	18-Sep-17	29-Sep-17
 VCS-EPP-0005c01	EP2.EP	Dose Projections And Calculations - Rev00 - Review	30-Nov-16	30-Dec-16	02-Oct-17	30-Oct-17
 VCS-EPP-0006b	EP2.EP	Transportation Accidents Involving Radioactive Material - Rev00 - Draft	21-Oct-16	03-Nov-16	21-Oct-16	09-Feb-17
 VCS-EPP-0006c01	EP2.EP	Transportation Accidents Involving Radioactive Material - Rev00 - Review	04-Nov-16	06-Dec-16	10-Feb-17	10-Mar-17
 VCS-EPP-0023c01	EP2.EP	Technical Support Center - Rev00 - Review	26-Oct-16	15-Nov-16	26-Oct-16	08-Dec-16
 VCS-EPP-0023d	EP2.EP	Technical Support Center - Rev00 - Approval	29-Nov-16	05-Dec-16	09-Dec-16	15-Dec-16
 VCS-EPP-0028c01	EP2.EP	Operational Support Centers - Units 1, 2, & 3 - Rev00 - Review	26-Oct-16	16-Nov-16	26-Oct-16	08-Dec-16
 VCS-EPP-0028d	EP2.EP	Operational Support Centers - Units 1, 2, & 3 - Rev00 - Approval	29-Nov-16	05-Dec-16	09-Dec-16	15-Dec-16
 VCS-EPP-0030d	EP2.EP	Remote Technical Support Center - Rev00 - Approval	26-Oct-16	18-Nov-16	26-Oct-16	08-Dec-16
 VCS-EPP-0031ca	EP2.EP	Remote Operational Support Center - Rev00 - Approval			28-Nov-16	05-Dec-16
 VCS-EPP-0031d	EP2.EP	Remote Operational Support Center - Rev00 - Approval	28-Nov-16	16-Dec-16	06-Dec-16	28-Dec-16
 VCS-EPP-0051ca	EP2.EP	Emergency Operations Facility - Rev00 - Approval			28-Nov-16	05-Dec-16
 VCS-EPP-0051d	EP2.EP	Emergency Operations Facility - Rev00 - Approval	28-Nov-16	16-Dec-16	06-Dec-16	28-Dec-16
 VCS-EPP-0105b	EP2.EP	Radiological Drills and Exercises - Rev00 - Draft	30-Sep-16	10-Nov-16	30-Sep-16	22-Nov-16
 VCS-EPP-0105c01	EP2.EP	Radiological Drills and Exercises - Rev00 - Review	11-Nov-16	13-Dec-16	28-Nov-16	28-Dec-16
 VCS-ERP-0005a	ERU2.ERU	CONFINED SPACE AND TACTICAL RESCUE EMERGENCIES - Rev00 - Preparation	01-Nov-16	11-Nov-16	01-Mar-17	13-Mar-17
 VCS-ERP-0005b	ERU2.ERU	CONFINED SPACE AND TACTICAL RESCUE EMERGENCIES - Rev00 - Draft	14-Nov-16	06-Dec-16	14-Mar-17	03-Apr-17
 VCS-ES-0324c	A1.M&P	ESTABLISHMENT OF SHELF LIFE CRITERIA - Rev00 - Review	01-Nov-16	01-Dec-16	11-Nov-16	22-Nov-16
 VCS-ES-0324cW	A1.M&P	ESTABLISHMENT OF SHELF LIFE CRITERIA - Rev00 - C-Res1	02-Dec-16	12-Dec-16	23-Nov-16	05-Dec-16
 VCS-ES-0340d	A1.M&P	SAFEGUARD INFORMATION PROTECTION AUDIT AND REPORT PREPARATION - Rev00 - Approval	27-Oct-16	11-Nov-16	27-Oct-16	11-Nov-16
 VCS-ES-0344d	A1.M&P	SUPPLIER SURVEILLANCE - Rev00 - Approval	27-Oct-16	11-Nov-16	27-Oct-16	11-Nov-16
 VCS-ES-0346CY	A1.M&P	SUPPLIER EVALUATIONS - Rev00 - C-5059	19-Oct-16	22-Nov-16	19-Oct-16	22-Nov-16
 VCS-ES-0346d	A1.M&P	SUPPLIER EVALUATIONS - Rev00 - Approval	01-Nov-16	14-Nov-16	11-Nov-16	17-Nov-16
 VCS-ES-0361CZ	A1.M&P	RECEIVING INSPECTION - Rev00 - C-Res2	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCS-ES-0361d	A1.M&P	RECEIVING INSPECTION - Rev00 - Approval	10-Nov-16	23-Nov-16	09-Nov-16	22-Nov-16
 VCS-ES-0362CZ	A1.M&P	RADIOACTIVE MATERIAL SHIPPING INSPECTION - Rev00 - C-Res2	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCS-ES-0362d	A1.M&P	RADIOACTIVE MATERIAL SHIPPING INSPECTION - Rev00 - Approval	10-Nov-16	23-Nov-16	10-Nov-16	23-Nov-16
 VCS-ES-0364c01	A1.M&P	NONDESTRUCTIVE HARDNESS TESTING OF METALS - Rev00 - Review	29-Aug-16	04-Nov-16	29-Aug-16	11-Nov-16
 VCS-ES-0364CW	A1.M&P	NONDESTRUCTIVE HARDNESS TESTING OF METALS - Rev00 - C-Res1	06-Dec-16	14-Dec-16	21-Nov-16	23-Nov-16
 VCS-ES-0364CX	A1.M&P	NONDESTRUCTIVE HARDNESS TESTING OF METALS - Rev00 - C-QR	15-Dec-16	06-Jan-17	23-Nov-16	25-Nov-16
 VCS-ES-0364CY	A1.M&P	NONDESTRUCTIVE HARDNESS TESTING OF METALS - Rev00 - C-5059	15-Dec-16	06-Jan-17	23-Nov-16	25-Nov-16
 VCS-ES-0364CZ	A1.M&P	NONDESTRUCTIVE HARDNESS TESTING OF METALS - Rev00 - C-Res2	09-Jan-17	17-Jan-17	25-Nov-16	28-Nov-16
 VCS-ES-0364d	A1.M&P	NONDESTRUCTIVE HARDNESS TESTING OF METALS - Rev00 - Approval	18-Jan-17	31-Jan-17	29-Nov-16	30-Nov-16
 VCS-ES-0365c01	A1.M&P	Non-destructive testing of non-metallic materials using REX durometers models 1700 A&D, 1600 type 00 Rev00 - Review	29-Aug-16	04-Nov-16	29-Aug-16	11-Nov-16
 VCS-ES-0365CW	A1.M&P	Non-destructive testing of non-metallic materials using REX durometers models 1700 A&D, 1600 type 00 - Rev00 - C-Res1	07-Nov-16	15-Nov-16	11-Nov-16	17-Nov-16
 VCS-ES-0365CX	A1.M&P	Non-destructive testing of non-metallic materials using REX durometers models 1700 A&D, 1600 type 00 Rev00 - C-QR	16-Nov-16	07-Dec-16	16-Nov-16	17-Nov-16
 VCS-ES-0365CY	A1.M&P	Non-destructive testing of non-metallic materials using REX durometers models 1700 A&D, 1600 type 00 Rev00 - C-5059	16-Nov-16	07-Dec-16	16-Nov-16	17-Nov-16
 VCS-ES-0365CZ	A1.M&P	Non-destructive testing of non-metallic materials using REX durometers models 1700 A&D, 1600 type 00 Rev00 - C-Res2	08-Dec-16	16-Dec-16	18-Nov-16	23-Nov-16
 VCS-ES-0365d	A1.M&P	Non-destructive testing of non-metallic materials using REX durometers models 1700 A&D, 1600 type 00 Rev00 - Approval	19-Dec-16	04-Jan-17	28-Nov-16	28-Nov-16
 VCS-ES-0366CZ	A1.M&P	RECEIVING INSPECTION EQUIPMENT CONTROL - Rev00 - C-Res2	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCS-ES-0366d	A1.M&P	RECEIVING INSPECTION EQUIPMENT CONTROL - Rev00 - Approval	10-Nov-16	23-Nov-16	10-Nov-16	23-Nov-16
 VCS-ES-0367CZ	A1.M&P	TESTING OF MATERIALS USING THE 910-36 UNIVERSAL TEST MACHINE - Rev00 - C-Res2	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCS-ES-0367d	A1.M&P	TESTING OF MATERIALS USING THE 910-36 UNIVERSAL TEST MACHINE - Rev00 - Approval	10-Nov-16	23-Nov-16	10-Nov-16	23-Nov-16
 VCS-ES-0368CZ	A1.M&P	REQUEST FOR DISPOSITION - Rev00 - C-Res2	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCS-ES-0368d	A1.M&P	REQUEST FOR DISPOSITION - Rev00 - Approval	10-Nov-16	23-Nov-16	10-Nov-16	23-Nov-16
 VCS-ES-0381CZ	A1.M&P	MATERIALS MANAGEMENT - Rev00 - C-Res2	01-Nov-16	09-Nov-16	01-Nov-16	09-Nov-16
 VCS-ES-0381d	A1.M&P	MATERIALS MANAGEMENT - Rev00 - Approval	10-Nov-16	23-Nov-16	10-Nov-16	23-Nov-16
 VCS-ES-0382CZ	A1.M&P	INVENTORY MANAGEMENT - Rev00 - C-Res2	25-Aug-16	03-Nov-16	25-Aug-16	03-Nov-16
 VCS-ES-0382d	A1.M&P	INVENTORY MANAGEMENT - Rev00 - Approval	04-Nov-16	16-Dec-16	04-Nov-16	30-Nov-16
 VCS-ES-0385c01	A1.M&P	Enhanced Procurement Process - Rev00 - Review	10-Oct-16	07-Nov-16	10-Oct-16	14-Nov-16
 VCS-ES-0385CW	A1.M&P	Enhanced Procurement Process - Rev00 - C-Res1	08-Nov-16	16-Nov-16	11-Nov-16	17-Nov-16
 VCS-ES-0385CX	A1.M&P	Enhanced Procurement Process - Rev00 - C-QR	17-Nov-16	08-Dec-16	18-Nov-16	08-Dec-16
 VCS-ES-0385CY	A1.M&P	Enhanced Procurement Process - Rev00 - C-5059	17-Nov-16	08-Dec-16	18-Nov-16	08-Dec-16
 VCS-FHP-0601cW	E56.Castellino-F&A	REFUELING ORGANIZATION - Rev00 - C-Res1	31-Oct-16	14-Nov-16	31-Oct-16	28-Nov-16
 VCS-FHP-0601cX	E56.Castellino-F&A	REFUELING ORGANIZATION - Rev00 - C-QR	17-Nov-16	08-Dec-16	28-Nov-16	15-Dec-16
 VCS-FHP-0601cY	E56.Castellino-F&A	REFUELING ORGANIZATION - Rev00 - C-5059	17-Nov-16	08-Dec-16	28-Nov-16	15-Dec-16
 VCS-FHP-0602cW	E56.Castellino-F&A	LIMITATIONS AND PRECAUTIONS FOR HANDLING NEW AND PARTIALLY SPENT FUEL ASSEMBLIES - Rev00 - C-Res1	31-Oct-16	14-Nov-16	31-Oct-16	28-Nov-16
 VCS-FHP-0602cX	E56.Castellino-F&A	LIMITATIONS AND PRECAUTIONS FOR HANDLING NEW AND PARTIALLY SPENT FUEL ASSEMBLIES - Rev00 - C-QR	17-Nov-16	08-Dec-16	28-Nov-16	15-Dec-16
 VCS-FHP-0602cY	E56.Castellino-F&A	LIMITATIONS AND PRECAUTIONS FOR HANDLING NEW AND PARTIALLY SPENT FUEL ASSEMBLIES - Rev00 - C-5059	17-Nov-16	08-Dec-16	28-Nov-16	15-Dec-16
 VCS-HPP-0162b	HP.HP	Neutron Exposure Accountability - Rev00 - Draft	13-Oct-16	23-Nov-16	13-Oct-16	07-Nov-16
 VCS-HPP-0162c	HP.HP	Neutron Exposure Accountability - Rev00 - Review	28-Nov-16	28-Dec-16	28-Nov-16	30-Nov-16
 VCS-HPP-0162cW	HP.HP	Neutron Exposure Accountability - Rev00 - C-Res1	29-Dec-16	09-Jan-17	15-Nov-16	09-Jan-17
 VCS-HPP-0241cX	HP.HP	Health Physics Periodic Trend Reports - Rev00 - C-QR	26-Oct-16	21-Nov-16	26-Oct-16	07-Nov-16
 VCS-HPP-0241cY	HP.HP	Health Physics Periodic Trend Reports - Rev00 - C-5059	25-Oct-16	21-Nov-16	25-Oct-16	07-Nov-16
